Institución_De_Educación_Superior_(Ies),Programa_Académico,Modalidad,Matriculados
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACIÓN DE EMPRESAS,Presencial,160
INSTITUCION UNIVERSITARIA ESCOLME,CONTADURÍA PÚBLICA,Presencial,43
INSTITUCION UNIVERSITARIA ESCOLME,CONTADURÍA PÚBLICA,Presencial,47
INSTITUCION UNIVERSITARIA ESCOLME,CONTADURÍA PÚBLICA,Presencial,117
INSTITUCION UNIVERSITARIA ESCOLME,CONTADURÍA PÚBLICA,Presencial,133
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION FINANCIERA,Presencial,8
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION FINANCIERA,Presencial,6
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION FINANCIERA,Presencial,14
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION FINANCIERA,Presencial,7
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION EN FINANZAS,Presencial,6
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION EN FINANZAS,Presencial,3
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION EN FINANZAS,Presencial,10
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION EN FINANZAS,Presencial,9
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION DE EMPRESAS DE SALUD,Presencial,13
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION DE EMPRESAS DE SALUD,Presencial,12
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION DE EMPRESAS DE SALUD,Presencial,112
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION DE EMPRESAS DE SALUD,Presencial,118
INSTITUCION UNIVERSITARIA ESCOLME,MERCADEO,Presencial,35
INSTITUCION UNIVERSITARIA ESCOLME,MERCADEO,Presencial,30
INSTITUCION UNIVERSITARIA ESCOLME,MERCADEO,Presencial,42
INSTITUCION UNIVERSITARIA ESCOLME,MERCADEO,Presencial,36
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION DE MERCADEO,Presencial,58
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION DE MERCADEO,Presencial,53
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION DE MERCADEO,Presencial,77
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN GESTION DE MERCADEO,Presencial,83
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN REDES Y SEGURIDAD INFORMATICA,Presencial,51
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN REDES Y SEGURIDAD INFORMATICA,Presencial,45
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN REDES Y SEGURIDAD INFORMATICA,Presencial,9
INSTITUCION UNIVERSITARIA ESCOLME,TECNOLOGIA EN REDES Y SEGURIDAD INFORMATICA,Presencial,8
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION DE SISTEMAS INFORMÁTICOS,Presencial,39
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION DE SISTEMAS INFORMÁTICOS,Presencial,34
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION DE SISTEMAS INFORMÁTICOS,Presencial,1
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION DE SISTEMAS INFORMÁTICOS,Presencial,1
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION DE EMPRESAS,Virtual,107
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION DE EMPRESAS,Virtual,113
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION DE EMPRESAS,Virtual,261
INSTITUCION UNIVERSITARIA ESCOLME,ADMINISTRACION DE EMPRESAS,Virtual,301
INSTITUCION UNIVERSITARIA ESCOLME,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,Virtual,1
INSTITUCION UNIVERSITARIA ESCOLME,Tecnología en Gestión en Finanzas,Presencial,1
INSTITUCION UNIVERSITARIA ESCOLME,Tecnología en Gestión en Finanzas,Presencial,3
INSTITUCION UNIVERSITARIA ESCOLME,Tecnología en Gestión en Finanzas,Virtual,2
INSTITUCION UNIVERSITARIA ESCOLME,Tecnología en Gestión en Finanzas,Virtual,1
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN MERCADEO,Presencial,9
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN MERCADEO,Presencial,6
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN MERCADEO,Presencial,9
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN MERCADEO,Presencial,3
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN NEGOCIOS INTERNACIONALES,Presencial,1
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN NEGOCIOS INTERNACIONALES,Presencial,13
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN NEGOCIOS INTERNACIONALES,Presencial,6
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN NEGOCIOS INTERNACIONALES,Presencial,18
FUNDACION UNIVERSITARIA ESUMER,NEGOCIOS INTERNACIONALES,Presencial,38
FUNDACION UNIVERSITARIA ESUMER,NEGOCIOS INTERNACIONALES,Presencial,57
FUNDACION UNIVERSITARIA ESUMER,NEGOCIOS INTERNACIONALES,Presencial,71
FUNDACION UNIVERSITARIA ESUMER,NEGOCIOS INTERNACIONALES,Presencial,80
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN DE EMPRESAS,Presencial,60
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN DE EMPRESAS,Presencial,60
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN DE EMPRESAS,Presencial,128
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN DE EMPRESAS,Presencial,136
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN LOGÍSTICA INTEGRAL,Presencial,8
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN LOGÍSTICA INTEGRAL,Presencial,7
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN LOGÍSTICA INTEGRAL,Presencial,3
FUNDACION UNIVERSITARIA ESUMER,MAESTRÍA EN LOGÍSTICA INTEGRAL,Presencial,4
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN GESTION LOGISTICA,Presencial,66
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN GESTION LOGISTICA,Presencial,58
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN GESTION LOGISTICA,Presencial,23
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN GESTION LOGISTICA,Presencial,21
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA LOGÍSTICA INTERNACIONAL,Presencial,23
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA LOGÍSTICA INTERNACIONAL,Presencial,12
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA LOGÍSTICA INTERNACIONAL,Presencial,10
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA LOGÍSTICA INTERNACIONAL,Presencial,7
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACION EN GERENCIA FINANCIERA,Presencial,6
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACION EN GERENCIA FINANCIERA,Presencial,8
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACION EN GERENCIA FINANCIERA,Presencial,18
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACION EN GERENCIA FINANCIERA,Presencial,18
FUNDACION UNIVERSITARIA ESUMER,MAESTRIA EN FINANZAS,Presencial,10
FUNDACION UNIVERSITARIA ESUMER,MAESTRIA EN FINANZAS,Presencial,16
FUNDACION UNIVERSITARIA ESUMER,MAESTRIA EN FINANZAS,Presencial,6
FUNDACION UNIVERSITARIA ESUMER,MAESTRIA EN FINANZAS,Presencial,11
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,Presencial,18
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,Presencial,12
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,Presencial,26
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,Presencial,37
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN LOGÍSTICA,Presencial,113
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN LOGÍSTICA,Presencial,86
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN LOGÍSTICA,Presencial,38
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN LOGÍSTICA,Presencial,36
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN COMERCIAL Y DE MERCADEO,Virtual,47
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN COMERCIAL Y DE MERCADEO,Virtual,24
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN COMERCIAL Y DE MERCADEO,Virtual,101
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN COMERCIAL Y DE MERCADEO,Virtual,76
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN VALORACIÓN INMOBILIARIA,Presencial-Virtual,10
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN VALORACIÓN INMOBILIARIA,Presencial-Virtual,11
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN VALORACIÓN INMOBILIARIA,Presencial-Virtual,9
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN VALORACIÓN INMOBILIARIA,Presencial-Virtual,9
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN GESTION DE MERCADEO,Presencial,82
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN GESTION DE MERCADEO,Presencial,79
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN GESTION DE MERCADEO,Presencial,88
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN GESTION DE MERCADEO,Presencial,78
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA PROSPECTIVA Y ESTRATÉGICA,Presencial,15
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA PROSPECTIVA Y ESTRATÉGICA,Presencial,18
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GERENCIA PROSPECTIVA Y ESTRATÉGICA,Presencial,7
FUNDACION UNIVERSITARIA ESUMER,NEGOCIOS INTERNACIONALES,Virtual,19
FUNDACION UNIVERSITARIA ESUMER,NEGOCIOS INTERNACIONALES,Virtual,15
FUNDACION UNIVERSITARIA ESUMER,NEGOCIOS INTERNACIONALES,Virtual,43
FUNDACION UNIVERSITARIA ESUMER,NEGOCIOS INTERNACIONALES,Virtual,40
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN FINANCIERA,Virtual,22
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN FINANCIERA,Virtual,23
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN FINANCIERA,Virtual,45
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACIÓN FINANCIERA,Virtual,38
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN DE MERCADEO,Virtual,31
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN DE MERCADEO,Virtual,49
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN DE MERCADEO,Virtual,49
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN DE MERCADEO,Virtual,66
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN DEL COMERCIO INTERNACIONAL,Virtual,2
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN DEL COMERCIO INTERNACIONAL,Virtual,3
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN DEL COMERCIO INTERNACIONAL,Virtual,14
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN DEL COMERCIO INTERNACIONAL,Virtual,26
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GESTIÓN DE E-COMMERCE Y MARKETING DIGITAL,Virtual,5
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GESTIÓN DE E-COMMERCE Y MARKETING DIGITAL,Virtual,8
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GESTIÓN DE E-COMMERCE Y MARKETING DIGITAL,Virtual,16
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN GESTIÓN DE E-COMMERCE Y MARKETING DIGITAL,Virtual,11
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA Y FINANCIERA,Presencial,16
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA Y FINANCIERA,Presencial,21
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA Y FINANCIERA,Presencial,9
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA Y FINANCIERA,Presencial,14
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN VALORACIÓN INMOBILIARIA,Virtual,3
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN VALORACIÓN INMOBILIARIA,Virtual,4
FUNDACION UNIVERSITARIA ESUMER,Especialización en Administración Tributaria,Presencial,27
FUNDACION UNIVERSITARIA ESUMER,Especialización en Administración Tributaria,Presencial,32
FUNDACION UNIVERSITARIA ESUMER,Especialización en Inteligencia Artificial aplicada a los Negocios,Presencial,7
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN COMERCIO INTERNACIONAL,Presencial,80
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN COMERCIO INTERNACIONAL,Presencial,60
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN COMERCIO INTERNACIONAL,Presencial,87
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN COMERCIO INTERNACIONAL,Presencial,80
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN MERCADEO,Presencial,1
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN MERCADEO,Presencial,1
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN MERCADEO,Presencial,3
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN ADMINISTRACION Y FINANZAS,Presencial,3
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN ADMINISTRACION Y FINANZAS,Presencial,2
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN ADMINISTRACION Y FINANZAS,Presencial,4
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACION COMERCIAL Y DE MERCADEO,Presencial,51
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACION COMERCIAL Y DE MERCADEO,Presencial,48
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACION COMERCIAL Y DE MERCADEO,Presencial,111
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACION COMERCIAL Y DE MERCADEO,Presencial,85
FUNDACION UNIVERSITARIA ESUMER,TECNOLOGIA EN ADMINISTRACION Y FINANZAS,Presencial,1
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACION FINANCIERA,Presencial,25
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACION FINANCIERA,Presencial,21
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACION FINANCIERA,Presencial,40
FUNDACION UNIVERSITARIA ESUMER,ADMINISTRACION FINANCIERA,Presencial,36
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACION EN GERENCIA DE PROYECTOS,Presencial,9
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACION EN GERENCIA DE PROYECTOS,Presencial,28
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACION EN GERENCIA DE PROYECTOS,Presencial,8
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACION EN GERENCIA DE PROYECTOS,Presencial,20
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN LEGISLACIÓN ADUANERA,Presencial,36
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN LEGISLACIÓN ADUANERA,Presencial,76
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN LEGISLACIÓN ADUANERA,Presencial,42
FUNDACION UNIVERSITARIA ESUMER,ESPECIALIZACIÓN EN LEGISLACIÓN ADUANERA,Presencial,94
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN DE SEGURIDAD Y SALUD EN EL TRABAJO,Virtual,20
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN DE SEGURIDAD Y SALUD EN EL TRABAJO,Virtual,19
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN DE SEGURIDAD Y SALUD EN EL TRABAJO,Virtual,34
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN DE SEGURIDAD Y SALUD EN EL TRABAJO,Virtual,33
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN LOGÍSTICA INTERNACIONAL,Virtual,2
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN LOGÍSTICA INTERNACIONAL,Virtual,2
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN EMPRESARIAL,Virtual,7
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN EMPRESARIAL,Virtual,4
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN EMPRESARIAL,Virtual,2
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN EMPRESARIAL,Virtual,2
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN CONTABLE Y TRIBUTARIA,Virtual,1
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN CONTABLE Y TRIBUTARIA,Virtual,5
ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,TECNOLOGÍA EN GESTIÓN CONTABLE Y TRIBUTARIA,Virtual,9
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN ANÁLISIS Y DESARROLLO DE SISTEMAS,Presencial,53
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN ANÁLISIS Y DESARROLLO DE SISTEMAS,Presencial,46
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN ANÁLISIS Y DESARROLLO DE SISTEMAS,Presencial,10
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN ANÁLISIS Y DESARROLLO DE SISTEMAS,Presencial,7
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGÍA EN PROCEDIMIENTOS JUDICIALES,A distancia,5
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGÍA EN PROCEDIMIENTOS JUDICIALES,A distancia,2
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGÍA EN PROCEDIMIENTOS JUDICIALES,A distancia,3
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGÍA EN PROCEDIMIENTOS JUDICIALES,A distancia,1
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"TECNOLOGÍA EN TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL",Presencial,35
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"TECNOLOGÍA EN TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL",Presencial,29
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"TECNOLOGÍA EN TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL",Presencial,29
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"TECNOLOGÍA EN TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL",Presencial,21
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,DERECHO,Presencial,71
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,DERECHO,Presencial,70
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,DERECHO,Presencial,71
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,DERECHO,Presencial,62
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,ADMINISTRACIÓN DE EMPRESAS,Presencial,19
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,ADMINISTRACIÓN DE EMPRESAS,Presencial,19
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,ADMINISTRACIÓN DE EMPRESAS,Presencial,32
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,ADMINISTRACIÓN DE EMPRESAS,Presencial,26
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,INGENIERÍA DE SISTEMAS,Presencial,47
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,INGENIERÍA DE SISTEMAS,Presencial,43
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,INGENIERÍA DE SISTEMAS,Presencial,7
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,INGENIERÍA DE SISTEMAS,Presencial,5
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"TECNOLOGÍA EN TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL",Virtual,86
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"TECNOLOGÍA EN TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL",Virtual,45
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"TECNOLOGÍA EN TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL",Virtual,43
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"TECNOLOGÍA EN TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL",Virtual,29
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,ADMINISTRACION FINANCIERA,Presencial,3
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,ADMINISTRACION FINANCIERA,Presencial,1
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,ADMINISTRACION FINANCIERA,Presencial,6
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,ADMINISTRACION FINANCIERA,Presencial,5
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,LICENCIATURA EN EDUCACIÓN INFANTIL,Presencial,5
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,LICENCIATURA EN EDUCACIÓN INFANTIL,Presencial,2
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,LICENCIATURA EN EDUCACIÓN INFANTIL,Presencial,63
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,LICENCIATURA EN EDUCACIÓN INFANTIL,Presencial,61
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,CONTADURÍA PÚBLICA,Presencial,19
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,CONTADURÍA PÚBLICA,Presencial,17
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,CONTADURÍA PÚBLICA,Presencial,20
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,CONTADURÍA PÚBLICA,Presencial,17
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE",Presencial,167
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE",Presencial,154
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE",Presencial,45
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,"LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE",Presencial,49
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN GESTIÓN EMPRESARIAL,Presencial,33
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN GESTIÓN EMPRESARIAL,Presencial,27
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN GESTIÓN EMPRESARIAL,Presencial,48
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN GESTIÓN EMPRESARIAL,Presencial,45
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA FINANCIERA Y CONTABLE,Presencial,24
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA FINANCIERA Y CONTABLE,Presencial,17
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA FINANCIERA Y CONTABLE,Presencial,46
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA FINANCIERA Y CONTABLE,Presencial,47
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN GESTION AMBIENTAL TERRITORIAL A DISTANCIA,A distancia,4
INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,TECNOLOGIA EN GESTION AMBIENTAL TERRITORIAL A DISTANCIA,A distancia,2
